NU_INSCRICAO;NU_ANO;TP_COR_RACA;CO_MUNICIPIO_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;Q007;Q021;Q020;Q023
210055851570;2022;3;3548500;;;;;;D;B;A;-
210056495329;2022;3;3548500;;;;;;B;A;B;-
210056057477;2022;1;3548500;653,5;683,0;671,2;755,8;900,0;I;C;B;-
210056452688;2022;1;3548500;;564,5;605,0;;600,0;I;C;B;-
210055955198;2022;1;3548500;540,9;598,9;596,6;787,9;900,0;P;C;B;-
210057460695;2022;1;3548500;;;;;;G;B;B;-
210055874252;2022;1;3548500;533,9;631,1;589,3;708,7;600,0;C;B;A;-
210055857945;2022;1;3548500;393,6;376,6;494,0;419,2;340,0;C;A;B;-
210055934546;2022;3;3548500;503,5;565,6;552,9;718,0;600,0;H;B;B;-
210055920668;2022;1;3548500;663,8;660,9;625,5;787,6;880,0;O;E;B;-
210056127481;2022;1;3548500;;557,3;554,5;;560,0;C;A;B;-
210056104028;2022;1;3548500;;465,0;432,9;;540,0;E;A;B;-
210056502731;2022;1;3548500;;509,0;606,0;;520,0;B;A;B;-
210055990447;2022;3;3548500;;;;;;F;B;B;-
210056043846;2022;1;3548500;480,8;613,4;579,5;639,3;760,0;E;D;B;-
210056207338;2022;1;3548500;572,8;586,4;526,2;632,5;0,0;C;A;A;-
210057462733;2022;1;3548500;513,6;392,1;349,2;475,5;600,0;C;A;B;-
210057446666;2022;3;3548500;439,1;521,4;510,2;461,9;500,0;B;A;B;-
210056102583;2022;3;3548500;435,0;562,2;497,9;667,4;540,0;I;C;B;-
210056028309;2022;1;3548500;482,1;577,6;609,8;594,2;520,0;D;A;B;-
210057267643;2022;1;3548500;628,2;589,9;543,8;445,3;840,0;B;B;B;-
210057463499;2022;1;3548500;608,2;647,1;646,7;795,4;820,0;G;B;B;-
210055905136;2022;1;3548500;428,3;505,5;502,5;535,7;540,0;K;D;B;-
210056011812;2022;5;3548500;;;;;;H;A;B;-
210055917795;2022;1;3548500;667,8;687,7;652,6;721,1;920,0;L;C;B;-
210055095406;2022;2;3548500;;;;;;G;A;B;-
210057988665;2022;1;3548500;514,0;580,9;652,3;727,5;800,0;F;C;B;-
210057191899;2022;3;3548500;460,4;580,1;581,8;551,4;340,0;C;A;B;-
210055888723;2022;3;3548500;444,6;551,0;514,0;542,7;600,0;C;C;B;-
210057443806;2022;1;3548500;492,4;521,7;484,6;471,5;520,0;I;C;B;-
210056492568;2022;1;3548500;628,0;617,3;557,7;828,3;820,0;H;B;B;-
210056032757;2022;1;3548500;448,5;599,2;508,6;371,0;580,0;K;B;B;-
210057434520;2022;1;3548500;577,8;651,0;594,7;740,7;680,0;G;C;B;-
210056085785;2022;1;3548500;521,8;451,8;532,1;490,7;720,0;L;B;B;-
210055994212;2022;1;3548500;495,4;571,8;580,6;537,9;620,0;D;C;B;-
210057870606;2022;1;3548500;451,5;592,6;598,7;624,8;580,0;B;A;B;-
210056056162;2022;1;3548500;707,8;730,4;619,5;865,9;900,0;K;D;B;-
210055865176;2022;1;3548500;;;;;;G;B;B;-
210057521596;2022;1;3548500;392,3;454,3;441,1;410,4;600,0;E;B;B;-
210057415762;2022;1;3548500;;;;;;E;B;B;-
210056389876;2022;3;3548500;;542,3;537,8;;440,0;B;B;B;-
210055995897;2022;3;3548500;;;;;;G;A;B;-
210056975657;2022;3;3548500;465,7;467,8;465,9;552,7;560,0;C;B;B;-
210056127408;2022;1;3548500;505,8;556,4;596,7;600,4;620,0;L;E;B;-
210056039564;2022;3;3548500;506,9;663,0;588,6;669,1;520,0;E;B;B;-
210056033794;2022;1;3548500;452,4;508,4;508,4;375,4;620,0;C;A;B;-
210055943115;2022;2;3548500;443,6;436,2;486,7;446,9;600,0;C;A;B;-
210056035931;2022;1;3548500;423,6;448,8;448,2;529,7;620,0;G;B;B;-
210057902412;2022;1;3548500;528,7;522,2;495,6;602,7;700,0;E;B;B;-
210056410650;2022;3;3548500;477,1;495,0;505,8;417,1;720,0;B;A;A;-
210056514309;2022;2;3548500;460,6;579,2;604,9;649,0;900,0;I;B;B;-
210055946854;2022;1;3548500;;561,0;577,7;;780,0;Q;D;B;-
210057018342;2022;1;3548500;450,6;557,7;491,5;521,4;520,0;H;C;B;-
210056998110;2022;3;3548500;;;;;;G;B;B;-
210055921657;2022;1;3548500;;;;;;C;A;A;-
210055993091;2022;1;3548500;441,8;470,5;512,1;489,4;500,0;B;B;B;-
210056502002;2022;3;3548500;483,1;570,0;563,0;391,9;560,0;F;A;B;-
210055889164;2022;3;3548500;469,1;358,1;530,4;560,9;560,0;B;B;B;-
210055863633;2022;3;3548500;;;;;;F;A;A;-
210056974852;2022;3;3548500;409,0;495,2;486,1;541,7;640,0;E;C;B;-
210057006395;2022;1;3548500;;;;;;H;B;B;-
210056974383;2022;3;3548500;508,3;447,2;551,8;459,1;620,0;M;B;B;-
210055963122;2022;1;3548500;689,7;748,7;679,2;859,6;760,0;N;C;B;-
210055933512;2022;1;3548500;;;;;;G;C;B;-
210057991925;2022;1;3548500;;;;;;B;B;B;-
210056093001;2022;1;3548500;;;;;;C;A;B;-
210055858979;2022;1;3548500;;;;;;E;B;B;-
210057462645;2022;1;3548500;607,9;583,1;580,2;686,3;940,0;D;C;B;-
210055904653;2022;3;3548500;;;;;;E;A;B;-
210057427465;2022;1;3548500;501,0;565,5;562,5;454,5;500,0;P;E;B;-
210054666188;2022;3;3548500;;;;;;E;A;B;-
210056110481;2022;1;3548500;;;;;;D;B;B;-
210056021268;2022;1;3548500;;;;;;H;C;B;-
210056084358;2022;1;3548500;482,3;575,5;504,3;631,6;760,0;H;B;B;-
210056682629;2022;2;3548500;;;;;;C;B;B;-
210057009090;2022;1;3548500;373,9;570,5;594,4;462,2;860,0;J;C;B;-
210056022034;2022;1;3548500;553,0;624,5;606,9;527,2;700,0;F;B;B;-
210055942002;2022;1;3548500;380,1;551,1;541,4;407,2;700,0;G;B;B;-
210056974001;2022;1;3548500;;577,0;530,4;;640,0;M;B;B;-
210057008884;2022;1;3548500;471,3;457,6;540,6;515,3;760,0;H;B;B;-
210057446257;2022;1;3548500;486,5;551,0;496,7;441,7;540,0;E;C;B;-
210055154728;2022;1;3548500;;;;;;D;A;B;-
210056543345;2022;1;3548500;512,7;527,2;494,2;604,1;360,0;D;B;B;-
210056131654;2022;3;3548500;;;;;;A;A;B;-
210057858883;2022;2;3548500;;;;;;B;A;B;-
210055927410;2022;2;3548500;;;;;;C;A;B;-
210055864003;2022;1;3548500;686,8;648,6;605,1;658,0;740,0;H;C;B;-
210055911535;2022;0;3548500;;;;;;C;B;B;-
210057102614;2022;2;3548500;429,7;499,5;462,3;444,2;360,0;H;B;B;-
210056081246;2022;2;3548500;503,2;427,4;490,5;453,8;500,0;B;A;B;-
210056983094;2022;1;3548500;551,0;599,2;556,3;658,3;560,0;I;B;B;-
210057418607;2022;1;3548500;528,3;557,1;594,0;674,2;600,0;E;B;B;-
210057453827;2022;1;3548500;;;;;;H;D;B;-
210055882532;2022;2;3548500;;388,9;556,7;;640,0;H;B;B;-
210056503711;2022;1;3548500;;502,0;540,6;;460,0;E;A;B;-
210055916153;2022;1;3548500;477,2;438,7;544,2;509,7;680,0;F;B;B;-
210057444348;2022;1;3548500;;;;;;G;B;B;-
210055947433;2022;1;3548500;538,1;629,2;578,4;563,5;780,0;C;B;B;-
210056679903;2022;2;3548500;538,7;593,9;596,6;605,7;700,0;G;B;B;-
210055866821;2022;1;3548500;443,6;525,5;555,3;520,2;580,0;M;A;B;-
210057421598;2022;1;3548500;408,5;536,6;521,9;440,5;720,0;J;B;B;-
210055997656;2022;1;3548500;;;;;;H;B;B;-
210055867930;2022;1;3548500;;;;;;N;C;B;-
210056912708;2022;1;3548500;;;;;;Q;C;B;-
210057095738;2022;1;3548500;421,7;523,0;512,3;663,2;600,0;B;A;B;-
210056030151;2022;2;3548500;406,5;533,3;567,4;661,3;720,0;J;B;B;-
210056081279;2022;3;3548500;494,5;535,9;577,6;452,6;560,0;B;B;B;-
210055926802;2022;1;3548500;618,7;600,0;619,3;654,2;520,0;D;B;B;-
210055960637;2022;1;3548500;440,5;645,5;622,7;700,5;880,0;B;B;B;-
210056086140;2022;1;3548500;453,6;525,7;562,0;388,0;740,0;G;A;B;-
210057875046;2022;1;3548500;441,4;504,2;525,3;470,9;600,0;O;D;B;-
210057449245;2022;1;3548500;469,3;593,1;609,3;554,8;560,0;B;B;B;-
210055888212;2022;3;3548500;510,2;523,2;516,1;510,9;580,0;H;B;B;-
210055908555;2022;1;3548500;;535,9;616,4;;500,0;C;B;B;-
210056063917;2022;1;3548500;;;;;;E;B;B;-
210057856057;2022;1;3548500;;544,7;519,6;;0,0;D;B;B;-
210055870802;2022;2;3548500;395,9;508,7;510,1;457,3;440,0;B;B;B;-
210057076996;2022;3;3548500;432,8;530,1;545,2;481,4;620,0;F;B;B;-
210055944089;2022;1;3548500;490,0;523,5;520,2;574,0;600,0;B;B;B;-
210057434153;2022;1;3548500;;;;;;E;B;B;-
210057546676;2022;1;3548500;572,5;669,1;668,2;680,3;920,0;G;D;B;-
210056644170;2022;1;3548500;;;;;;M;B;B;-
210056076571;2022;1;3548500;499,3;574,6;645,8;592,2;740,0;F;A;B;-
210055993135;2022;1;3548500;585,6;533,3;575,3;553,5;680,0;C;A;B;-
210057435972;2022;1;3548500;518,5;563,7;544,4;695,0;620,0;H;B;B;-
210056134861;2022;3;3548500;;;;;;E;B;B;-
210056474501;2022;2;3548500;;;;;;B;A;A;-
210057861862;2022;1;3548500;447,8;592,5;537,9;656,2;840,0;I;D;B;-
210057896481;2022;3;3548500;581,9;534,9;590,2;656,4;540,0;G;A;B;-
210055916957;2022;1;3548500;446,3;521,0;573,7;566,4;640,0;F;B;B;-
210054562366;2022;3;3548500;546,9;418,6;428,3;364,4;460,0;D;B;B;-
210056005537;2022;1;3548500;603,4;558,4;585,0;732,4;960,0;G;D;B;-
210056451573;2022;3;3548500;515,7;603,6;601,9;510,1;620,0;D;B;B;-
210055982312;2022;4;3548500;547,6;549,1;490,1;574,6;540,0;E;A;B;-
210055955760;2022;3;3548500;;;;;;C;B;B;-
210057978643;2022;3;3548500;495,4;353,4;371,7;471,1;540,0;B;A;B;-
210056515986;2022;1;3548500;;;;;;M;C;B;-
210057863300;2022;1;3548500;572,6;636,5;598,8;745,5;920,0;Q;E;B;-
210055971589;2022;1;3548500;529,1;570,1;547,5;527,9;900,0;N;B;B;-
210057454458;2022;3;3548500;;;;;;D;A;B;-
210055903361;2022;1;3548500;598,4;618,1;602,3;610,2;900,0;D;C;B;-
210056387841;2022;1;3548500;444,9;570,2;538,6;403,8;560,0;D;B;B;-
210056079189;2022;3;3548500;418,9;489,1;494,5;396,0;440,0;E;B;B;-
210057965452;2022;2;3548500;373,6;512,8;526,8;519,1;520,0;D;A;B;-
210057112034;2022;1;3548500;500,8;530,7;556,3;609,8;540,0;A;A;B;-
210056022093;2022;3;3548500;525,3;535,9;552,9;682,1;560,0;C;B;B;-
210056119462;2022;2;3548500;521,4;558,4;542,2;395,5;560,0;E;A;B;-
210057870873;2022;1;3548500;562,7;634,4;585,2;774,7;800,0;G;B;B;-
210057910428;2022;1;3548500;451,1;449,9;438,7;570,2;520,0;F;B;B;-
210055996267;2022;2;3548500;415,1;569,2;610,4;633,0;580,0;C;B;B;-
210055916301;2022;2;3548500;487,4;545,3;542,6;600,0;660,0;K;B;B;-
210057009673;2022;3;3548500;400,0;504,2;464,4;379,8;520,0;B;B;B;-
210056333141;2022;2;3548500;450,7;480,6;481,9;405,8;520,0;D;B;B;-
210056037651;2022;2;3548500;476,8;362,5;335,6;387,9;520,0;L;B;B;-
210057454834;2022;1;3548500;502,3;619,3;652,8;662,6;960,0;F;B;B;-
210055977943;2022;1;3548500;562,6;614,1;622,5;661,2;880,0;Q;C;B;-
210057418478;2022;1;3548500;575,1;520,0;559,8;520,3;480,0;F;C;B;-
210055621272;2022;3;3548500;418,5;475,0;466,4;391,6;540,0;B;A;A;-
210055910083;2022;3;3548500;617,6;628,1;592,3;599,6;520,0;E;B;B;-
210056106105;2022;1;3548500;;;;;;H;B;B;-
210055863678;2022;1;3548500;562,9;611,3;566,5;728,3;660,0;E;B;B;-
210055866232;2022;3;3548500;569,9;602,4;546,1;682,0;620,0;E;B;B;-
210055923933;2022;1;3548500;487,1;522,9;523,7;606,5;580,0;M;C;B;-
210056509870;2022;3;3548500;522,1;573,4;530,0;594,2;560,0;C;B;B;-
210056026820;2022;1;3548500;494,3;624,5;570,3;635,2;900,0;I;C;B;-
210056076363;2022;3;3548500;430,9;589,3;610,3;662,8;720,0;M;B;B;-
210055985922;2022;1;3548500;430,8;471,6;524,8;385,5;300,0;G;B;B;-
210055940271;2022;1;3548500;575,8;523,6;538,2;722,0;600,0;D;B;B;-
210056544402;2022;1;3548500;;519,4;628,5;;360,0;A;B;B;-
210055915614;2022;1;3548500;447,1;;;391,0;;C;B;B;-
210057413556;2022;1;3548500;615,4;589,7;494,8;664,8;620,0;K;A;B;-
210056563196;2022;1;3548500;586,0;573,5;434,1;738,4;600,0;K;B;B;-
210055962219;2022;2;3548500;503,8;580,2;554,5;569,3;720,0;F;A;B;-
210055877659;2022;1;3548500;468,7;558,2;588,5;647,5;600,0;D;B;B;-
210057468860;2022;1;3548500;450,8;569,1;536,0;563,8;860,0;I;B;B;-
210056084935;2022;1;3548500;570,6;580,0;535,7;613,1;780,0;K;C;B;-
210056664954;2022;1;3548500;566,6;598,3;639,1;562,6;840,0;F;B;B;-
210057461729;2022;1;3548500;;;;;;F;B;B;-
210056038202;2022;2;3548500;431,6;583,0;534,3;558,3;360,0;H;B;B;-
210057099014;2022;3;3548500;;;;;;E;B;B;-
210056688463;2022;1;3548500;492,9;553,9;575,4;589,5;660,0;I;C;B;-
210057534259;2022;1;3548500;;;;;;I;C;B;-
210056993443;2022;1;3548500;471,7;537,9;517,2;616,8;600,0;C;B;B;-
210055913080;2022;1;3548500;751,2;720,0;686,7;887,2;920,0;Q;C;B;-
210057546846;2022;1;3548500;427,8;499,9;521,9;529,5;0,0;B;B;B;-
210057896513;2022;1;3548500;446,0;398,2;489,4;422,8;740,0;C;D;B;-
210056518186;2022;1;3548500;496,5;525,0;535,4;481,8;620,0;F;B;B;-
210057889739;2022;1;3548500;434,4;433,0;447,0;569,5;0,0;F;B;B;-
210056057474;2022;3;3548500;532,2;553,6;594,3;712,5;920,0;G;C;B;-
210057883750;2022;1;3548500;503,5;559,9;590,8;634,1;660,0;P;B;B;-
210056980295;2022;1;3548500;442,6;577,6;580,0;604,6;0,0;I;D;B;-
210055964448;2022;1;3548500;;;;;;C;A;A;-
210057017548;2022;1;3548500;;;;;;I;B;B;-
210057101411;2022;3;3548500;532,2;600,7;594,9;597,9;600,0;C;B;B;-
210057463954;2022;1;3548500;477,0;527,0;566,2;683,4;460,0;D;B;B;-
210057458677;2022;3;3548500;;617,0;581,6;;680,0;E;B;B;-
210055862716;2022;1;3548500;;;;;;B;A;B;-
210055997268;2022;1;3548500;;;;;;C;A;B;-
210057874937;2022;1;3548500;;;;;;D;B;B;-
210057547165;2022;1;3548500;691,2;727,1;635,0;858,9;860,0;L;B;B;-
210055953195;2022;3;3548500;608,2;615,7;581,5;673,4;820,0;M;D;B;-
210055845396;2022;1;3548500;488,4;580,7;633,1;682,6;780,0;D;B;B;-
210055952591;2022;1;3548500;454,9;527,6;519,4;530,0;620,0;B;A;B;-
210055998857;2022;3;3548500;463,7;478,2;543,3;515,0;580,0;H;B;B;-
210055886063;2022;3;3548500;;;;;;F;A;B;-
210056980061;2022;1;3548500;;;;;;G;C;B;-
210056520101;2022;1;3548500;618,8;665,3;665,7;586,6;800,0;L;B;B;-
210056080814;2022;1;3548500;627,4;583,6;605,9;760,8;900,0;O;B;B;-
210056094148;2022;1;3548500;;;;;;B;B;B;-
210057769249;2022;4;3548500;468,8;575,5;575,6;505,9;520,0;H;B;B;-
210056917078;2022;3;3548500;;;;;;H;C;B;-
210055880832;2022;1;3548500;437,5;509,2;482,3;357,2;500,0;E;B;B;-
210057981191;2022;1;3548500;438,3;505,1;504,7;403,2;660,0;B;B;B;-
210056083535;2022;4;3548500;572,0;578,8;568,6;744,1;580,0;D;B;B;-
210055955023;2022;1;3548500;440,3;534,1;557,6;450,8;480,0;C;C;B;-
210055902812;2022;1;3548500;412,1;527,4;592,7;544,2;660,0;M;A;A;-
210056087923;2022;3;3548500;;;;;;B;A;B;-
210056134334;2022;1;3548500;;;;;;D;B;B;-
210055897316;2022;1;3548500;559,3;536,4;568,8;594,4;860,0;H;B;B;-
210056001903;2022;1;3548500;508,9;495,2;477,8;589,9;460,0;D;A;B;-
210057887408;2022;3;3548500;;;;;;C;A;B;-
210057099899;2022;1;3548500;568,4;656,0;672,0;744,0;780,0;H;B;B;-
210056040224;2022;1;3548500;;;;;;F;A;B;-
210056067848;2022;1;3548500;648,6;738,2;674,7;815,7;900,0;H;B;B;-
210057747411;2022;1;3548500;545,7;628,2;598,8;691,4;360,0;H;B;B;-
210055972490;2022;3;3548500;;;;;;A;B;B;-
210056104339;2022;1;3548500;577,3;455,9;564,6;700,4;660,0;O;C;B;-
210055975408;2022;1;3548500;621,5;662,9;648,5;728,2;900,0;B;A;B;-
210056007957;2022;1;3548500;542,9;493,1;449,9;398,6;560,0;E;C;B;-
210055892341;2022;1;3548500;542,4;648,8;596,7;648,3;700,0;B;C;B;-
210055942086;2022;3;3548500;577,4;635,0;606,4;722,4;820,0;L;D;B;-
210055891481;2022;1;3548500;535,1;586,0;572,2;462,6;700,0;G;C;B;-
210057968368;2022;4;3548500;429,4;429,5;524,6;526,4;580,0;B;B;B;-
210056608743;2022;1;3548500;366,5;497,4;364,5;422,7;480,0;K;B;B;-
210057441438;2022;2;3548500;;;;;;E;B;B;-
210057002669;2022;3;3548500;424,7;544,9;574,5;469,0;680,0;C;B;B;-
210057887350;2022;1;3548500;554,4;584,1;507,0;650,5;680,0;C;A;B;-
210056098771;2022;1;3548500;469,3;599,8;621,5;664,0;720,0;A;A;A;-
210056509256;2022;3;3548500;553,2;638,6;630,0;691,1;560,0;C;A;B;-
210056501569;2022;1;3548500;541,6;641,4;617,5;532,6;740,0;E;B;B;-
210057901626;2022;1;3548500;449,0;516,6;571,7;364,4;500,0;C;A;B;-
210056093539;2022;1;3548500;614,5;665,8;658,3;811,3;900,0;M;C;B;-
210057870263;2022;1;3548500;612,3;621,3;617,2;778,0;700,0;I;B;B;-
210057099784;2022;1;3548500;672,2;654,2;647,2;547,4;800,0;M;B;B;-
210057464669;2022;1;3548500;656,7;700,7;610,7;851,1;900,0;Q;E;B;-
210055896386;2022;1;3548500;561,3;575,3;533,6;643,8;680,0;Q;D;B;-
210055942758;2022;1;3548500;419,6;518,4;489,3;505,5;420,0;E;B;B;-
210055962794;2022;1;3548500;;;;;;Q;E;B;-
210055929184;2022;1;3548500;662,0;659,2;633,5;845,8;840,0;O;D;B;-
210056044244;2022;3;3548500;;;;;;B;A;A;-
210057862472;2022;3;3548500;;;;;;D;D;B;-
210055915023;2022;1;3548500;627,7;674,5;628,4;628,1;680,0;I;B;B;-
210057524464;2022;1;3548500;535,9;605,2;612,1;707,0;820,0;E;B;B;-
210055759261;2022;1;3548500;475,6;589,7;564,0;640,1;580,0;I;B;B;-
210057102178;2022;1;3548500;;;;;;C;A;B;-
210056047468;2022;1;3548500;503,8;636,6;576,2;670,3;980,0;I;C;B;-
210056032964;2022;1;3548500;630,4;622,2;552,5;635,0;700,0;N;C;B;-
210055927657;2022;1;3548500;496,4;561,8;580,1;693,1;600,0;F;A;B;-
210055924777;2022;1;3548500;422,1;544,6;541,8;590,3;720,0;D;B;B;-
210056092741;2022;1;3548500;559,0;581,8;567,1;669,7;720,0;H;A;B;-
210055873143;2022;1;3548500;636,2;627,3;629,2;774,7;940,0;Q;C;B;-
210057534654;2022;3;3548500;494,2;510,5;530,3;573,4;660,0;C;B;B;-
210056972233;2022;1;3548500;417,3;521,5;529,5;568,5;640,0;B;B;B;-
210056503262;2022;1;3548500;428,4;534,3;476,8;412,6;600,0;L;E;B;-
210057453394;2022;1;3548500;595,6;668,0;668,7;728,6;860,0;K;B;B;-
210056452692;2022;3;3548500;567,5;562,3;581,2;602,4;440,0;C;B;B;-
210055865666;2022;1;3548500;579,2;656,0;620,8;696,6;660,0;D;B;B;-
210056046118;2022;1;3548500;548,5;631,3;597,0;734,2;880,0;L;B;B;-
210055963716;2022;4;3548500;458,0;539,0;591,5;680,8;760,0;D;B;B;-
210055931529;2022;1;3548500;530,0;566,6;614,0;688,4;520,0;N;C;B;-
210054515934;2022;4;3548500;;515,4;529,6;;460,0;A;A;B;-
210056054593;2022;2;3548500;534,6;645,2;654,1;614,8;780,0;L;B;B;-
210055903674;2022;1;3548500;484,1;584,3;588,7;540,9;620,0;A;C;B;-
210055907464;2022;1;3548500;475,4;607,1;570,0;623,3;920,0;E;B;B;-
210057022328;2022;3;3548500;556,9;580,1;515,1;756,2;580,0;K;A;B;-
210056117823;2022;1;3548500;495,2;597,5;618,2;691,4;860,0;M;E;B;-
210055909454;2022;1;3548500;459,3;617,1;631,6;726,1;880,0;J;A;B;-
210056087655;2022;1;3548500;683,8;643,6;594,3;689,5;720,0;O;C;B;-
210056991439;2022;1;3548500;640,8;678,6;610,5;843,6;920,0;N;C;B;-
210056989565;2022;1;3548500;540,8;544,7;599,0;568,0;660,0;H;B;B;-
210055866225;2022;1;3548500;709,1;714,3;686,7;795,5;900,0;O;C;B;-
210056024208;2022;1;3548500;530,2;510,3;561,7;693,8;700,0;P;D;B;-
210056060793;2022;3;3548500;;;;;;H;B;B;-
210057896698;2022;1;3548500;404,6;503,4;503,0;514,5;500,0;G;A;B;-
210056666587;2022;1;3548500;561,1;524,4;553,4;514,8;600,0;C;C;B;-
210055844436;2022;1;3548500;600,7;548,7;583,7;667,4;800,0;L;C;B;-
210055926808;2022;2;3548500;439,8;487,5;537,7;476,7;540,0;F;B;B;-
210057425499;2022;1;3548500;424,4;555,5;532,0;603,4;560,0;F;B;B;-
210055868469;2022;1;3548500;540,6;612,8;583,2;638,7;700,0;H;C;B;-
210057415871;2022;1;3548500;548,2;525,6;473,1;636,1;780,0;G;B;B;-
210056468726;2022;1;3548500;549,0;597,2;504,5;520,9;800,0;J;C;B;-
210057016420;2022;1;3548500;426,7;537,4;519,7;720,4;800,0;M;B;B;-
210056005351;2022;1;3548500;406,0;486,1;383,8;446,2;680,0;I;B;B;-
210056017813;2022;2;3548500;462,7;533,4;530,3;583,8;740,0;G;B;B;-
210056131836;2022;3;3548500;429,8;434,2;456,4;462,3;500,0;E;B;B;-
210056973228;2022;1;3548500;527,8;519,7;563,4;462,4;620,0;H;C;B;-
210056086667;2022;1;3548500;;;;;;G;C;B;-
210056518649;2022;1;3548500;566,0;610,4;599,7;693,6;720,0;M;B;B;-
210056058622;2022;1;3548500;560,0;584,1;583,5;645,5;760,0;G;C;B;-
210055863906;2022;1;3548500;444,6;464,5;517,1;595,3;520,0;F;B;B;-
210056025887;2022;1;3548500;432,2;550,6;531,8;466,8;540,0;E;B;B;-
210056631817;2022;1;3548500;;;;;;H;B;B;-
210057089993;2022;1;3548500;451,6;513,1;523,3;664,5;620,0;E;B;B;-
210055849811;2022;1;3548500;;;;;;D;A;B;-
210058023297;2022;1;3548500;613,4;458,7;577,0;590,4;620,0;M;E;B;-
210057455497;2022;1;3548500;580,1;642,5;639,7;748,1;960,0;G;B;B;-
210056021952;2022;3;3548500;;;;;;E;B;B;-
210055985826;2022;1;3548500;526,1;630,8;622,1;707,3;840,0;C;B;B;-
210055927355;2022;1;3548500;535,0;;;538,5;;P;C;B;-
210056520717;2022;1;3548500;603,6;655,3;640,5;684,1;920,0;H;B;B;-
210056976826;2022;3;3548500;548,3;572,4;539,8;603,7;560,0;D;B;B;-
210056042804;2022;1;3548500;613,0;555,3;563,1;590,2;600,0;N;C;B;-
210057887197;2022;2;3548500;594,4;556,4;578,9;474,0;580,0;E;B;B;-
210055962728;2022;1;3548500;;;;;;M;C;B;-
210056106071;2022;2;3548500;;;;;;E;A;B;-
210057904568;2022;1;3548500;605,9;602,5;583,0;494,8;800,0;O;C;B;-
210056007940;2022;3;3548500;441,0;536,1;544,1;577,8;520,0;C;A;B;-
210057888152;2022;1;3548500;510,8;581,1;599,8;538,9;720,0;E;B;B;-
210055878345;2022;1;3548500;614,8;579,0;564,9;619,0;760,0;F;B;B;-
210056107709;2022;1;3548500;474,6;597,3;581,0;705,0;680,0;K;D;B;-
210057428798;2022;1;3548500;539,0;663,7;567,5;736,6;860,0;Q;D;B;-
210057437095;2022;1;3548500;487,8;510,5;514,3;600,1;560,0;G;C;B;-
210056126817;2022;3;3548500;411,6;410,5;284,3;350,0;0,0;B;A;B;-
210056124717;2022;1;3548500;446,8;537,5;551,9;505,4;600,0;C;A;B;-
210054811621;2022;2;3548500;;;;;;Q;C;B;-
210057723456;2022;1;3548500;;;;;;E;C;B;-
210057003966;2022;1;3548500;623,1;577,6;599,9;700,7;640,0;K;C;B;-
210057862684;2022;1;3548500;;;;;;C;A;B;-
210057899891;2022;1;3548500;524,7;621,7;588,0;726,1;760,0;G;B;B;-
210057419696;2022;1;3548500;533,5;506,0;588,0;542,6;320,0;F;B;B;-
210056664372;2022;1;3548500;607,5;617,6;584,3;730,3;780,0;N;E;B;-
210056985622;2022;1;3548500;463,2;633,9;621,1;694,0;920,0;K;D;B;-
210056598463;2022;1;3548500;611,2;638,1;655,9;765,8;920,0;L;D;B;-
210056044562;2022;1;3548500;450,0;430,9;342,3;405,1;580,0;B;A;B;-
210056086814;2022;3;3548500;453,7;469,3;502,0;533,4;560,0;C;A;B;-
210056087712;2022;1;3548500;481,4;464,1;525,5;433,6;560,0;L;C;B;-
210055646183;2022;1;3548500;517,2;565,7;539,1;586,8;480,0;H;C;B;-
210055995942;2022;1;3548500;742,5;701,4;650,0;760,8;860,0;J;B;B;-
210055877801;2022;1;3548500;438,0;605,1;554,2;649,8;600,0;E;B;B;-
210057978211;2022;1;3548500;560,3;577,2;592,5;514,0;500,0;N;B;B;-
210056024236;2022;1;3548500;565,1;460,5;548,7;623,5;520,0;E;B;B;-
210055425754;2022;2;3548500;;466,9;440,0;;320,0;B;A;A;-
210055859400;2022;1;3548500;;;;;;E;D;B;-
210056098926;2022;3;3548500;401,3;418,6;282,2;416,8;360,0;A;A;B;-
210056494538;2022;2;3548500;712,7;699,7;654,7;767,2;820,0;D;B;B;-
210056114378;2022;1;3548500;568,3;530,5;490,2;615,2;560,0;H;B;B;-
210055966374;2022;1;3548500;650,3;558,3;628,7;593,5;720,0;B;C;B;-
210055855775;2022;1;3548500;;;;;;E;A;B;-
210056022131;2022;1;3548500;426,2;482,9;401,8;491,5;500,0;G;C;B;-
210056113688;2022;2;3548500;;;;;;D;A;B;-
210055907752;2022;1;3548500;493,0;545,7;578,3;565,0;380,0;G;A;B;-
210055864477;2022;1;3548500;;612,4;516,2;;780,0;P;E;B;-
210056983082;2022;1;3548500;;;;;;E;B;B;-
210057753657;2022;1;3548500;605,2;606,1;572,7;765,9;840,0;E;B;B;-
210056118835;2022;1;3548500;418,3;547,6;556,0;421,8;580,0;K;C;B;-
210057022133;2022;1;3548500;475,1;551,2;570,0;501,0;600,0;E;A;B;-
210055003168;2022;1;3548500;480,2;554,4;488,2;527,1;520,0;F;B;B;-
210055769804;2022;1;3548500;421,4;464,3;499,4;451,0;540,0;C;A;B;-
210057447914;2022;3;3548500;583,2;560,8;562,2;480,9;600,0;G;C;B;-
210055896677;2022;1;3548500;;;;;;H;B;B;-
