NU_INSCRICAO;NU_ANO;TP_COR_RACA;CO_MUNICIPIO_PROVA;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;Q007;Q021;Q020;Q023
210056969251;2022;3;3548500;485,2;503,8;473,6;397,9;280,0;F;B;B;-
210056112441;2022;3;3548500;588,8;605,7;619,9;684,9;580,0;Q;E;B;-
210054523386;2022;1;3548500;570,3;632,5;582,3;468,7;620,0;D;A;B;-
210054565762;2022;1;3548500;;;;;;G;B;B;-
210057886698;2022;1;3548500;481,8;560,7;537,9;638,8;460,0;D;C;B;-
210056111440;2022;1;3548500;;615,6;610,2;;340,0;A;B;B;-
210056807412;2022;0;3548500;456,8;545,7;552,8;582,1;480,0;F;B;B;-
210056034945;2022;1;3548500;;488,0;531,5;;420,0;E;B;B;-
210057857947;2022;3;3548500;;437,3;523,8;;0,0;A;A;B;-
210056039028;2022;1;3548500;460,6;558,1;564,4;530,2;660,0;F;A;B;-
210055967809;2022;1;3548500;378,6;594,4;579,5;721,0;540,0;D;B;B;-
210056038716;2022;1;3548500;;599,6;604,8;;680,0;I;C;B;-
210057421579;2022;1;3548500;541,8;567,4;534,9;529,6;640,0;J;B;B;-
210056034978;2022;3;3548500;;525,5;552,7;;380,0;C;A;B;-
210056509818;2022;1;3548500;386,9;533,2;420,1;434,4;560,0;F;B;B;-
210055854317;2022;3;3548500;494,4;509,2;430,4;399,0;380,0;B;B;B;-
210057013651;2022;3;3548500;419,2;333,4;364,8;394,0;360,0;B;A;B;-
210056385347;2022;1;3548500;;;;;;F;C;B;-
210056311864;2022;1;3548500;424,3;642,7;571,4;817,3;640,0;O;B;B;-
210055990582;2022;1;3548500;;;;;;E;B;B;-
210056120436;2022;1;3548500;602,7;668,4;636,0;662,5;840,0;Q;E;B;-
210057913080;2022;3;3548500;557,9;603,8;561,8;413,2;460,0;H;B;B;-
210056472241;2022;1;3548500;535,6;573,4;524,4;579,0;620,0;L;B;B;-
210057442734;2022;3;3548500;472,1;476,8;502,8;403,6;420,0;F;A;B;-
210056221387;2022;3;3548500;481,1;559,4;548,5;459,5;600,0;D;A;B;-
210056996279;2022;1;3548500;488,0;581,1;615,9;584,1;780,0;G;B;B;-
210057094312;2022;1;3548500;476,0;563,3;586,4;627,8;780,0;P;B;B;-
210056017745;2022;1;3548500;507,7;549,4;544,8;526,4;780,0;B;A;A;-
210055910073;2022;3;3548500;536,3;594,0;601,2;521,4;600,0;D;A;B;-
210055939191;2022;2;3548500;;;;;;G;B;B;-
210057543138;2022;1;3548500;;519,9;441,3;;300,0;I;C;B;-
210057467443;2022;1;3548500;534,3;564,1;567,1;659,9;760,0;L;D;B;-
210055980809;2022;1;3548500;;;;;;K;B;B;-
210056410213;2022;1;3548500;408,5;526,4;505,0;706,5;620,0;M;B;B;-
210056506446;2022;1;3548500;490,3;;;374,6;;O;E;B;-
210056074871;2022;1;3548500;396,4;357,9;416,1;448,8;560,0;G;C;B;-
210057886569;2022;3;3548500;523,8;634,3;599,4;670,6;720,0;D;A;B;-
210056066701;2022;3;3548500;;450,4;438,2;;540,0;D;B;B;-
210055963452;2022;4;3548500;626,2;619,7;626,4;825,9;800,0;Q;C;B;-
210056008124;2022;3;3548500;534,4;551,4;536,0;653,0;580,0;D;A;B;-
210056423336;2022;1;3548500;;;;;;B;B;B;-
210056040518;2022;3;3548500;411,2;501,8;538,3;567,1;420,0;C;A;B;-
210057416102;2022;3;3548500;;;;;;G;A;B;-
210056032048;2022;1;3548500;;;;;;B;A;B;-
210057445270;2022;3;3548500;;;;;;K;B;B;-
210057423425;2022;1;3548500;413,3;565,9;593,5;630,2;520,0;L;B;B;-
210056993975;2022;1;3548500;;465,9;530,2;;0,0;J;C;B;-
210057886714;2022;1;3548500;601,9;581,8;619,9;625,7;580,0;Q;C;B;-
210057988782;2022;1;3548500;496,0;546,7;584,9;502,7;660,0;I;A;B;-
210057462234;2022;1;3548500;;;;;;C;B;B;-
210056069512;2022;1;3548500;500,6;490,2;325,6;493,4;640,0;H;B;B;-
210056128150;2022;1;3548500;;;;;;B;B;B;-
210055854625;2022;3;3548500;;;;;;A;B;B;-
210056084891;2022;1;3548500;;;;;;C;B;B;-
210056101968;2022;1;3548500;514,9;559,0;587,1;718,9;680,0;O;C;B;-
210057003957;2022;1;3548500;524,0;589,4;639,8;713,4;760,0;G;B;B;-
210055993202;2022;2;3548500;434,1;447,2;418,3;388,5;440,0;B;A;B;-
210055984477;2022;1;3548500;;;;;;G;C;B;-
210057411902;2022;3;3548500;;;;;;E;C;B;-
210056019694;2022;1;3548500;553,5;578,0;616,9;752,1;540,0;E;C;B;-
210057420320;2022;1;3548500;553,0;588,2;565,7;406,7;600,0;B;B;A;-
210056116671;2022;3;3548500;;;;;;B;A;B;-
210055863756;2022;1;3548500;476,9;377,9;365,8;630,9;620,0;F;B;B;-
210055996576;2022;1;3548500;;;;;;P;E;B;-
210056034613;2022;1;3548500;551,5;548,5;572,7;588,3;680,0;B;B;B;-
210057887182;2022;3;3548500;545,9;516,9;512,6;502,5;660,0;D;A;B;-
210055976283;2022;1;3548500;505,8;534,6;557,3;553,2;700,0;H;E;B;-
210057895856;2022;1;3548500;;;;;;L;E;B;-
210057416374;2022;3;3548500;;;;;;C;A;B;-
210056986564;2022;1;3548500;645,9;699,1;593,0;590,1;840,0;Q;E;B;-
210057158736;2022;2;3548500;;;;;;D;A;B;-
210057867351;2022;2;3548500;;;;;;L;A;B;-
210057414844;2022;1;3548500;;;;;;L;B;B;-
210055879020;2022;1;3548500;572,0;592,5;604,8;750,9;540,0;G;B;B;-
210056493644;2022;2;3548500;;;;;;E;B;B;-
210055858797;2022;3;3548500;;;;;;D;B;B;-
210056513310;2022;2;3548500;;;;;;E;B;B;-
210057757315;2022;1;3548500;557,3;574,4;588,7;691,7;580,0;E;A;B;-
210056681691;2022;1;3548500;;;;;;D;B;B;-
210055870937;2022;3;3548500;473,3;577,4;502,2;624,7;520,0;E;A;B;-
210056683146;2022;1;3548500;533,0;569,2;568,4;640,5;660,0;E;B;B;-
210060708910;2023;1;3541000;372,6;464,5;375,6;469,6;540,0;B;B;B;-
210060079342;2023;1;3541000;;384,7;516,5;;600,0;D;A;B;-
210058616571;2023;1;3541000;;;;;;A;A;B;-
210059106409;2023;1;3541000;;544,4;524,9;;660,0;E;A;B;-
210059807657;2023;2;3541000;;;;;;D;A;B;-
210059641688;2023;2;3541000;;;;;;A;A;B;-
210060118652;2023;1;3541000;566,4;553,8;577,3;577,6;580,0;C;B;B;-
210058335281;2023;1;3541000;603,2;652,4;646,2;703,0;920,0;G;B;B;-
210058449657;2023;1;3541000;;;;;;A;B;B;-
210058632552;2023;3;3541000;511,9;632,7;612,6;457,6;320,0;E;B;B;-
210059981118;2023;3;3541000;439,5;483,2;545,8;464,1;460,0;B;A;A;-
210060159886;2023;1;3541000;;;;;;B;A;B;-
210059458431;2023;2;3541000;;406,5;576,8;;440,0;B;A;B;-
210058816777;2023;1;3541000;568,3;623,4;634,9;688,8;340,0;G;B;B;-
210060561577;2023;2;3541000;;506,8;496,5;;500,0;D;B;B;-
210059388156;2023;1;3541000;482,1;585,3;573,4;422,1;900,0;E;B;B;-
210060035183;2023;3;3541000;475,3;411,0;505,5;433,0;460,0;D;A;B;-
210059555928;2023;1;3541000;;;;;;D;C;B;-
210061337732;2023;3;3541000;;520,8;528,8;;660,0;B;A;B;-
210058568545;2023;1;3541000;582,4;574,7;524,3;585,9;700,0;C;B;B;-
210060371297;2023;3;3541000;515,4;508,5;505,4;413,0;680,0;C;B;B;-
210060677987;2023;1;3541000;;;;;;C;B;B;-
210058414483;2023;1;3541000;453,7;606,1;629,5;591,5;860,0;D;A;B;-
210059912983;2023;3;3541000;464,3;651,2;595,2;613,1;940,0;E;B;B;-
210060708931;2023;3;3541000;;;;;;A;A;B;-
210061115614;2023;1;3541000;432,2;429,0;473,6;551,5;480,0;F;B;B;-
210059807700;2023;2;3541000;554,6;548,9;516,0;476,5;920,0;D;B;B;-
210060480435;2023;3;3541000;551,3;490,2;337,3;548,8;520,0;O;B;B;-
210061275789;2023;3;3541000;;367,1;382,9;;360,0;B;A;B;-
210059498729;2023;3;3541000;546,6;628,0;609,8;534,7;600,0;B;B;B;-
210060729965;2023;3;3541000;;;;;;F;C;B;-
210058459160;2023;3;3541000;;;;;;C;D;B;-
210059417301;2023;2;3541000;435,3;436,3;491,2;480,9;620,0;B;A;B;-
210060103686;2023;2;3541000;351,0;440,4;486,5;468,6;400,0;B;A;A;-
210059863965;2023;3;3541000;524,0;574,8;500,8;702,0;800,0;C;B;B;-
210059005655;2023;5;3541000;;533,4;583,2;;480,0;B;A;B;-
210059736472;2023;2;3541000;;594,2;575,0;;560,0;D;A;B;-
210059829109;2023;1;3541000;;;;;;F;B;B;-
210059499715;2023;2;3541000;;;;;;C;A;B;-
210058314415;2023;3;3541000;528,0;474,0;453,8;471,5;780,0;B;A;B;-
210059556017;2023;1;3541000;532,0;543,8;590,4;699,6;760,0;K;C;B;-
210058095772;2023;2;3541000;465,0;478,9;502,9;460,2;540,0;B;A;B;-
210059925792;2023;3;3541000;437,3;528,8;503,4;516,6;580,0;C;A;B;-
210061063700;2023;1;3541000;543,9;640,8;642,2;730,5;940,0;C;B;B;-
210058118771;2023;1;3541000;526,4;635,0;586,1;649,9;600,0;H;C;B;-
210060383764;2023;1;3541000;692,2;676,3;684,2;784,3;720,0;F;E;B;-
210058587996;2023;1;3541000;591,0;611,2;572,3;625,2;880,0;K;B;B;-
210061370104;2023;3;3541000;521,2;451,6;457,6;537,8;320,0;D;B;B;-
210060390865;2023;3;3541000;;;;;;B;A;A;-
210061063733;2023;1;3541000;;461,0;443,2;;560,0;C;B;B;-
210058459226;2023;3;3541000;447,8;559,3;535,5;476,5;560,0;B;A;B;-
210059950606;2023;3;3541000;461,4;471,0;598,4;567,9;300,0;H;A;B;-
210059965597;2023;2;3541000;555,4;578,3;558,3;535,3;800,0;E;B;B;-
210059473569;2023;1;3541000;474,7;498,2;472,3;512,7;840,0;C;B;B;-
210059801036;2023;1;3541000;422,5;476,2;535,1;372,3;600,0;B;A;B;-
210061183267;2023;1;3541000;443,9;424,9;497,7;515,9;500,0;C;A;B;-
210061173450;2023;3;3541000;518,6;492,1;488,3;426,0;800,0;B;B;B;-
210059375153;2023;3;3541000;;;;;;B;B;B;-
210060791876;2023;3;3541000;588,2;612,4;611,8;753,2;700,0;H;B;B;-
210061013725;2023;1;3541000;613,8;633,6;610,1;625,7;780,0;H;D;B;-
210058553362;2023;3;3541000;;;;;;D;A;B;-
210058929506;2023;2;3541000;;;;;;C;A;B;-
210059485740;2023;1;3541000;500,6;514,5;519,7;483,4;460,0;G;A;B;-
210059669771;2023;3;3541000;550,3;542,6;469,0;459,7;560,0;E;A;B;-
210060114930;2023;3;3541000;;434,6;519,8;;560,0;A;A;A;-
210059059478;2023;1;3541000;;;;;;C;A;B;-
210061214166;2023;3;3541000;477,2;551,5;551,5;423,8;460,0;F;B;B;-
210060255316;2023;3;3541000;;;;;;C;A;B;-
210060423760;2023;1;3541000;483,5;547,0;526,7;501,2;520,0;B;B;B;-
210060143355;2023;3;3541000;;;;;;B;A;B;-
210059542973;2023;3;3541000;537,2;640,4;575,7;665,8;820,0;O;A;B;-
210059403348;2023;1;3541000;;;;;;B;A;B;-
210058943317;2023;1;3541000;455,3;466,7;582,6;609,6;620,0;B;C;B;-
210059126140;2023;3;3541000;;;;;;K;C;B;-
210061370306;2023;1;3541000;;;;;;B;A;B;-
210060378608;2023;2;3541000;633,6;664,2;631,7;705,0;960,0;G;B;B;-
210058600812;2023;2;3541000;;;;;;B;A;B;-
210060144732;2023;3;3541000;475,5;532,8;542,4;581,6;580,0;D;A;B;-
210059656792;2023;3;3541000;396,6;426,7;420,3;355,0;360,0;B;A;A;-
210058459312;2023;1;3541000;585,4;612,8;602,5;704,6;480,0;G;B;B;-
210058608788;2023;1;3541000;;;;;;E;B;B;-
210058998347;2023;1;3541000;;;;;;C;A;B;-
210058487767;2023;3;3541000;;496,0;527,8;;660,0;D;A;B;-
210059460564;2023;1;3541000;486,0;459,2;448,9;378,3;360,0;B;A;B;-
210058544213;2023;3;3541000;524,0;579,0;540,7;458,5;580,0;C;B;B;-
210060414379;2023;1;3541000;345,0;519,3;544,8;472,7;740,0;D;B;B;-
210061173592;2023;2;3541000;461,8;440,3;507,1;564,8;440,0;H;B;B;-
210059190909;2023;1;3541000;540,7;553,1;611,6;392,8;540,0;E;B;B;-
210060229468;2023;1;3541000;480,6;416,3;453,8;340,2;640,0;D;A;B;-
210059571188;2023;3;3541000;;;;;;A;A;A;-
210059974757;2023;1;3541000;433,4;589,5;510,5;408,6;320,0;L;A;B;-
210059378169;2023;2;3541000;454,4;643,4;657,8;554,4;620,0;D;B;B;-
210058325931;2023;1;3541000;555,9;487,8;445,5;350,8;420,0;C;A;B;-
210060965859;2023;1;3541000;;;;;;B;B;B;-
210059760000;2023;1;3541000;;526,9;579,9;;720,0;C;A;B;-
210060037580;2023;2;3541000;508,1;536,9;460,7;579,7;640,0;C;A;B;-
210059445565;2023;1;3541000;459,4;403,4;485,9;406,9;600,0;D;C;B;-
210060118916;2023;1;3541000;;507,8;521,8;;660,0;C;A;B;-
210060503709;2023;1;3541000;526,6;579,6;575,6;706,1;920,0;J;C;B;-
210059723665;2023;1;3541000;;;;;;B;A;B;-
210058061706;2023;1;3541000;385,9;520,2;506,1;547,4;720,0;A;A;B;-
210059177841;2023;3;3541000;;;;;;E;B;B;-
210059564128;2023;3;3541000;474,3;571,5;502,9;397,1;820,0;B;A;B;-
210060730258;2023;2;3541000;437,2;520,1;537,9;598,3;600,0;C;B;B;-
210060904233;2023;1;3541000;606,6;588,6;577,0;746,3;520,0;E;B;B;-
210059630985;2023;1;3541000;551,4;522,9;440,0;547,9;540,0;C;A;B;-
210060079715;2023;1;3541000;589,1;568,2;612,4;645,7;700,0;K;D;B;-
210061287229;2023;1;3541000;603,0;635,3;635,5;750,5;880,0;K;D;B;-
210059669911;2023;1;3541000;445,9;516,0;469,1;433,3;640,0;C;A;B;-
210060946245;2023;3;3541000;530,0;607,2;514,9;496,1;620,0;C;A;B;-
210060330985;2023;2;3541000;414,7;495,2;529,1;380,9;280,0;B;A;B;-
210058337332;2023;5;3541000;;;;;;D;A;B;-
210060249816;2023;1;3541000;;520,1;543,9;;560,0;B;A;B;-
210059829397;2023;1;3541000;;;;;;G;A;B;-
210059177913;2023;1;3541000;468,7;527,2;500,2;438,1;320,0;E;C;B;-
210060376187;2023;3;3541000;;;;;;E;B;B;-
210059247416;2023;1;3541000;653,3;689,1;618,6;791,4;960,0;F;C;B;-
210060595753;2023;1;3541000;593,0;626,7;585,3;719,7;740,0;J;B;B;-
210060552260;2023;1;3541000;;;;;;D;A;B;-
210060561982;2023;2;3541000;642,4;642,9;615,9;720,1;940,0;H;B;B;-
210060399366;2023;3;3541000;535,9;599,9;595,7;542,0;540,0;A;B;B;-
210059113418;2023;1;3541000;584,6;648,0;591,0;689,4;500,0;G;C;B;-
210059375435;2023;2;3541000;487,3;506,4;504,6;410,4;480,0;B;A;B;-
210059219209;2023;1;3541000;607,4;571,7;512,1;654,0;500,0;B;B;B;-
210060853832;2023;3;3541000;;;;;;A;A;B;-
210059857489;2023;1;3541000;393,3;543,3;509,7;623,0;720,0;B;A;B;-
210058553684;2023;1;3541000;519,7;582,5;590,3;664,3;580,0;B;A;B;-
210061184893;2023;2;3541000;532,3;590,8;488,8;652,1;0,0;D;B;B;-
210059193074;2023;1;3541000;463,5;638,9;587,8;672,5;840,0;D;B;B;-
210058536386;2023;3;3541000;408,1;446,0;440,3;453,0;320,0;G;A;B;-
210060366031;2023;1;3541000;;;;;;H;B;B;-
210060363862;2023;3;3541000;730,4;729,3;622,9;731,3;960,0;J;C;B;-
210060392405;2023;3;3541000;474,0;631,3;609,7;525,5;600,0;D;A;B;-
210060341556;2023;3;3541000;545,0;618,5;535,5;570,0;940,0;H;C;B;-
210061330037;2023;1;3541000;;;;;;K;B;B;-
210058601662;2023;1;3541000;374,7;414,3;513,1;476,6;480,0;D;B;B;-
210058050706;2023;2;3541000;;;;;;D;B;B;-
210060678339;2023;1;3541000;0,0;472,9;313,4;0,0;560,0;B;B;B;-
210060709329;2023;1;3541000;452,3;564,2;496,7;509,7;360,0;B;A;B;-
210059883600;2023;3;3541000;;;;;;D;B;B;-
210060377047;2023;2;3541000;512,4;435,4;432,7;492,4;380,0;I;B;B;-
210058987696;2023;1;3541000;;560,5;542,3;;540,0;C;B;B;-
210059898580;2023;3;3541000;;;;;;B;A;B;-
210060378887;2023;3;3541000;;;;;;B;A;B;-
210059416706;2023;2;3541000;;;;;;D;A;B;-
210061310559;2023;3;3541000;444,5;371,9;577,0;553,5;680,0;C;A;B;-
210060710703;2023;3;3541000;475,0;575,5;581,6;563,1;600,0;G;A;B;-
210061297245;2023;3;3541000;421,6;391,7;471,1;362,9;400,0;G;B;B;-
210060482771;2023;3;3541000;;;;;;E;B;B;-
210060249960;2023;3;3541000;460,9;579,8;577,3;599,2;580,0;F;A;B;-
210061341437;2023;2;3541000;484,3;495,2;604,9;615,1;760,0;C;A;B;-
210060470333;2023;1;3541000;392,5;510,8;488,4;363,5;320,0;B;B;B;-
210060381603;2023;1;3541000;594,1;601,7;618,3;758,0;440,0;E;B;B;-
210060813297;2023;2;3541000;452,1;460,5;521,9;430,8;500,0;A;A;B;-
210059530213;2023;1;3541000;;;;;;E;B;B;-
210059605275;2023;3;3541000;438,8;532,9;501,7;436,7;540,0;B;A;B;-
210059178075;2023;1;3541000;608,4;613,9;627,2;696,3;880,0;F;C;B;-
210059736907;2023;3;3541000;;;;;;B;B;B;-
210060396915;2023;3;3541000;426,0;546,3;519,5;620,9;500,0;I;C;B;-
210058507145;2023;3;3541000;;;;;;C;A;B;-
210061185042;2023;3;3541000;557,1;562,2;556,6;480,6;720,0;D;B;B;-
210061424354;2023;3;3541000;424,6;446,9;466,3;441,0;580,0;D;A;B;-
210058569743;2023;3;3541000;;;;;;B;B;B;-
210058553809;2023;3;3541000;;;;;;C;B;B;-
210061267764;2023;2;3541000;498,6;608,7;595,8;628,8;560,0;H;D;B;-
210059068011;2023;2;3541000;531,9;589,2;578,5;408,2;700,0;B;A;B;-
210060319428;2023;3;3541000;339,7;504,8;452,5;442,0;400,0;B;B;B;-
210061474664;2023;2;3541000;643,6;693,5;556,3;585,9;780,0;C;B;B;-
210060319413;2023;3;3541000;489,7;565,2;587,3;526,1;740,0;D;A;B;-
210061434285;2023;1;3541000;427,8;559,0;538,1;508,6;900,0;F;A;B;-
210060391273;2023;1;3541000;;;;;;C;B;B;-
210059864452;2023;1;3541000;636,4;603,3;606,7;731,6;880,0;F;B;B;-
210059864455;2023;1;3541000;590,7;607,4;612,8;533,0;920,0;G;B;B;-
210059670147;2023;3;3541000;;;;;;E;B;B;-
210060175467;2023;3;3541000;426,6;453,2;510,8;514,6;540,0;C;A;B;-
210060834411;2023;2;3541000;;;;;;C;A;B;-
210059657240;2023;1;3541000;426,5;492,4;488,9;375,2;680,0;A;A;B;-
210058545929;2023;1;3541000;456,5;441,9;330,3;450,6;500,0;C;B;B;-
210060482945;2023;3;3541000;409,9;372,8;423,0;394,2;520,0;E;A;B;-
210061215896;2023;3;3541000;571,9;670,3;610,0;374,8;820,0;H;D;B;-
210060452989;2023;1;3541000;504,1;587,8;547,6;669,6;520,0;I;B;B;-
210059577467;2023;3;3541000;465,4;461,1;442,8;396,1;540,0;H;B;B;-
210061443560;2023;2;3541000;473,2;579,6;559,7;606,0;680,0;E;A;B;-
210059234531;2023;3;3541000;425,4;591,9;557,7;364,9;520,0;B;A;B;-
210058416423;2023;2;3541000;501,1;440,7;504,7;364,3;300,0;D;B;B;-
210059914029;2023;2;3541000;515,5;590,6;549,3;615,2;820,0;D;D;B;-
210059444989;2023;3;3541000;;;;;;A;B;B;-
210058956576;2023;3;3541000;448,2;511,7;491,1;488,2;540,0;C;A;B;-
210059476007;2023;3;3541000;547,4;636,8;584,6;582,4;800,0;A;A;B;-
210060162411;2023;1;3541000;;;;;;M;B;B;-
210058817228;2023;3;3541000;;;;;;B;A;B;-
210059911878;2023;3;3541000;427,8;;;650,6;;B;A;B;-
210059035967;2023;3;3541000;528,6;572,3;544,5;561,3;740,0;B;B;B;-
210059527348;2023;3;3541000;513,4;499,7;513,1;445,3;440,0;D;A;B;-
210060720640;2023;2;3541000;484,3;538,2;520,2;546,3;440,0;C;A;A;-
210059165337;2023;3;3541000;545,6;568,2;584,0;637,2;760,0;E;B;B;-
210058121100;2023;2;3541000;;;;;;B;A;B;-
210059831704;2023;3;3541000;524,8;643,1;582,4;545,2;600,0;D;A;B;-
210059403777;2023;2;3541000;;490,3;513,4;;320,0;G;A;B;-
210060668600;2023;1;3541000;453,5;440,2;489,8;369,1;560,0;B;A;B;-
210060917159;2023;3;3541000;;;;;;E;C;B;-
210060855473;2023;3;3541000;595,0;649,1;581,2;594,6;860,0;E;A;B;-
210061413055;2023;1;3541000;;478,7;457,8;;620,0;D;A;B;-
210058601964;2023;3;3541000;358,4;356,6;446,8;394,0;740,0;E;B;B;-
210061165498;2023;1;3541000;539,5;616,0;571,5;550,9;600,0;C;B;B;-
210061474792;2023;3;3541000;609,1;618,0;597,5;643,1;680,0;B;B;B;-
210061175369;2023;2;3541000;473,5;522,0;551,5;549,1;520,0;D;A;B;-
210058576463;2023;2;3541000;540,9;552,5;593,8;697,6;580,0;E;B;B;-
210060541865;2023;3;3541000;486,8;293,5;322,4;505,0;320,0;C;B;B;-
210061206100;2023;3;3541000;510,6;591,3;615,4;718,2;640,0;D;A;B;-
210059096277;2023;1;3541000;582,2;639,6;603,4;687,8;780,0;I;B;B;-
210059249635;2023;3;3541000;472,1;552,8;529,0;556,7;560,0;D;B;B;-
210060432183;2023;1;3541000;710,8;694,8;672,9;837,3;960,0;K;E;B;-
210059016102;2023;2;3541000;411,2;493,7;484,2;445,8;540,0;B;A;B;-
210059542455;2023;1;3541000;461,4;552,6;564,6;536,3;720,0;D;B;B;-
210059570528;2023;3;3541000;489,7;590,4;592,1;503,9;780,0;C;A;B;-
210058085651;2023;1;3541000;562,9;514,1;523,6;540,7;700,0;E;B;B;-
210059844638;2023;3;3541000;;;;;;E;B;B;-
210059453585;2023;2;3541000;496,6;550,1;504,9;545,8;480,0;B;A;B;-
210060407353;2023;1;3541000;397,9;473,7;543,6;422,0;680,0;E;B;B;-
210059977219;2023;1;3541000;561,4;580,8;616,0;596,7;600,0;D;D;B;-
210059466739;2023;1;3541000;401,4;588,6;575,8;591,6;900,0;C;A;B;-
210058555227;2023;3;3541000;470,5;406,5;396,6;360,8;400,0;C;B;B;-
210059739103;2023;3;3541000;565,8;552,0;523,0;641,4;920,0;B;A;B;-
210059371204;2023;1;3541000;535,5;610,3;571,0;598,3;680,0;A;A;A;-
210059221560;2023;1;3541000;;;;;;E;A;B;-
210060424393;2023;3;3541000;456,6;552,3;514,6;435,7;640,0;G;A;B;-
210060483057;2023;1;3541000;515,8;581,6;557,1;470,9;500,0;C;B;B;-
210059208418;2023;1;3541000;519,5;560,6;502,0;485,2;400,0;C;A;B;-
210059724158;2023;3;3541000;;;;;;B;A;B;-
210060617227;2023;1;3541000;448,6;452,1;436,3;465,8;560,0;D;A;B;-
210061246896;2023;3;3541000;452,1;539,7;542,6;539,2;500,0;E;A;B;-
210061206181;2023;4;3541000;572,5;617,6;541,7;592,4;560,0;D;C;B;-
210059977203;2023;3;3541000;;;;;;D;B;B;-
210060416159;2023;1;3541000;;510,1;522,4;;360,0;B;B;B;-
210060065922;2023;1;3541000;;450,3;510,8;;780,0;I;C;B;-
210060263279;2023;2;3541000;429,8;602,9;619,9;426,2;500,0;C;B;B;-
210058641997;2023;1;3541000;;;;;;B;A;B;-
210060824911;2023;1;3541000;475,7;597,6;552,5;697,7;860,0;G;B;B;-
210060701068;2023;1;3541000;500,7;623,3;581,5;661,0;900,0;C;B;B;-
210058443518;2023;3;3541000;476,4;528,3;492,0;468,9;540,0;B;A;B;-
210059036091;2023;1;3541000;434,6;424,1;383,8;535,5;480,0;F;B;B;-
210060834761;2023;1;3541000;;;;;;F;B;B;-
210060845840;2023;1;3541000;400,5;515,7;502,9;410,9;360,0;D;A;B;-
210058480061;2023;1;3541000;;427,5;533,1;;620,0;E;B;B;-
210060896432;2023;1;3541000;;;;;;C;A;B;-
210058470570;2023;1;3541000;494,9;445,4;490,7;583,0;500,0;P;A;B;-
210059165477;2023;3;3541000;454,8;565,6;521,7;617,1;880,0;B;B;B;-
210058497792;2023;1;3541000;502,0;505,5;498,9;467,4;580,0;E;B;B;-
210060668736;2023;3;3541000;429,6;534,5;508,5;556,8;600,0;G;A;B;-
210059844912;2023;0;3541000;542,4;608,0;557,1;638,5;820,0;C;B;B;-
210058582646;2023;3;3541000;434,1;529,5;547,4;342,2;580,0;B;B;B;-
210059152216;2023;1;3541000;571,9;610,6;585,6;727,2;920,0;E;A;B;-
210060366201;2023;3;3541000;;;;;;F;A;B;-
210061154503;2023;1;3541000;478,3;495,3;516,8;412,9;820,0;C;A;B;-
210058783715;2023;3;3541000;545,6;571,0;557,2;544,6;700,0;G;B;B;-
210060772751;2023;1;3541000;397,2;418,7;478,5;471,3;400,0;D;B;B;-
210058443560;2023;3;3541000;457,7;475,1;418,6;396,6;460,0;E;B;B;-
210059803574;2023;3;3541000;;;;;;G;C;B;-
210058969572;2023;1;3541000;677,6;664,4;611,4;767,3;920,0;H;E;B;-
210059036160;2023;1;3541000;573,5;592,0;523,2;635,9;620,0;C;A;B;-
210060428390;2023;2;3541000;590,3;656,8;622,0;668,6;580,0;C;B;B;-
210060506255;2023;1;3541000;;;;;;B;A;B;-
210059376369;2023;3;3541000;422,3;537,2;488,3;428,9;600,0;B;A;B;-
210059689060;2023;3;3541000;392,0;501,9;533,2;460,0;820,0;C;B;B;-
210060410859;2023;3;3541000;;;;;;D;B;B;-
210060542038;2023;1;3541000;419,9;505,7;536,0;513,3;620,0;B;B;B;-
210059810410;2023;3;3541000;565,1;530,8;558,3;493,2;640,0;G;A;B;-
210059536184;2023;2;3541000;;;;;;G;B;B;-
210060422659;2023;1;3541000;584,9;601,6;589,0;545,9;520,0;B;A;B;-
210060597524;2023;2;3541000;;;;;;C;A;B;-
210058627402;2023;1;3541000;;;;;;C;A;B;-
210061165696;2023;3;3541000;423,1;491,3;511,1;654,4;880,0;D;A;B;-
210059371369;2023;1;3541000;533,0;595,5;579,9;573,1;540,0;D;B;B;-
210059335174;2023;1;3541000;;408,1;529,0;;560,0;D;B;B;-
210059335184;2023;3;3541000;607,7;657,6;646,7;754,8;860,0;F;C;B;-
210060803718;2023;1;3541000;555,8;432,1;583,8;536,3;960,0;N;C;B;-
210059593891;2023;1;3541000;497,8;495,0;515,0;512,9;720,0;E;A;B;-
210058582760;2023;1;3541000;568,2;539,0;558,8;650,3;840,0;Q;C;B;-
210060424569;2023;1;3541000;;;;;;C;B;B;-
210060472604;2023;1;3541000;420,7;545,7;560,6;465,3;760,0;B;A;B;-
210059208620;2023;1;3541000;481,2;546,6;490,8;530,4;500,0;B;A;B;-
210059476222;2023;1;3541000;577,3;496,1;552,1;670,1;680,0;Q;C;B;-
210059453799;2023;3;3541000;;;;;;C;A;B;-
210060354545;2023;3;3541000;477,4;333,5;418,3;415,2;560,0;A;A;B;-
210060931198;2023;1;3541000;416,7;535,8;542,0;456,5;520,0;C;A;B;-
210060425769;2023;3;3541000;;;;;;D;A;B;-
210058177269;2023;1;3541000;518,9;581,4;556,6;586,2;800,0;D;D;B;-
